number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
31,0.9015315040322083,2026-09-15 18:18:39.797456,2026-09-15 18:18:40.096630,0 days 00:00:00.299174,10,3,5,138,COMPLETE
32,0.9015593470822821,2026-09-15 18:18:40.096630,2026-09-15 18:18:40.435662,0 days 00:00:00.339032,10,3,5,146,COMPLETE
33,0.9015636476564005,2026-09-15 18:18:40.436708,2026-09-15 18:18:40.646230,0 days 00:00:00.209522,12,3,6,80,COMPLETE
34,0.901489956684765,2026-09-15 18:18:40.646230,2026-09-15 18:18:40.853844,0 days 00:00:00.207614,12,3,6,84,COMPLETE
35,0.8927479249992052,2026-09-15 18:18:40.854348,2026-09-15 18:18:41.106598,0 days 00:00:00.252250,16,4,8,107,COMPLETE
36,0.8977879655753203,2026-09-15 18:18:41.106598,2026-09-15 18:18:41.288749,0 days 00:00:00.182151,14,2,7,69,COMPLETE
37,0.8987608043301595,2026-09-15 18:18:41.289754,2026-09-15 18:18:41.737583,0 days 00:00:00.447829,12,3,7,204,COMPLETE
38,0.8913389997480988,2026-09-15 18:18:41.737583,2026-09-15 18:18:42.429046,0 days 00:00:00.691463,15,4,4,326,COMPLETE
39,0.8982757165593629,2026-09-15 18:18:42.430050,2026-09-15 18:18:43.009147,0 days 00:00:00.579097,9,3,4,275,COMPLETE
40,0.8905423264602149,2026-09-15 18:18:43.009147,2026-09-15 18:18:43.221244,0 days 00:00:00.212097,12,4,6,79,COMPLETE
41,0.9015315040322083,2026-09-15 18:18:43.221244,2026-09-15 18:18:43.524422,0 days 00:00:00.303178,11,3,5,138,COMPLETE
42,0.9019828394409828,2026-09-15 18:18:43.524422,2026-09-15 18:18:43.887596,0 days 00:00:00.363174,8,3,5,157,COMPLETE
43,0.9020713835802158,2026-09-15 18:18:43.887596,2026-09-15 18:18:44.138336,0 days 00:00:00.250740,8,3,5,112,COMPLETE
44,0.8996035362884619,2026-09-15 18:18:44.138336,2026-09-15 18:18:44.390814,0 days 00:00:00.252478,8,2,6,106,COMPLETE
45,0.9019828394409828,2026-09-15 18:18:44.390814,2026-09-15 18:18:44.763293,0 days 00:00:00.372479,7,3,4,157,COMPLETE
46,0.9012929212128734,2026-09-15 18:18:44.763293,2026-09-15 18:18:45.139675,0 days 00:00:00.376382,7,3,4,161,COMPLETE
47,0.8808542439809637,2026-09-15 18:18:45.139675,2026-09-15 18:18:45.547462,0 days 00:00:00.407787,6,5,4,187,COMPLETE
48,0.8979069490155105,2026-09-15 18:18:45.547462,2026-09-15 18:18:46.000628,0 days 00:00:00.453166,7,2,3,208,COMPLETE
49,0.8960652899303062,2026-09-15 18:18:46.000628,2026-09-15 18:18:46.743598,0 days 00:00:00.742970,8,1,5,373,COMPLETE
50,0.8930705175329473,2026-09-15 18:18:46.743598,2026-09-15 18:18:46.994611,0 days 00:00:00.251013,5,4,4,119,COMPLETE
51,0.8879533370444778,2026-09-15 18:18:46.994611,2026-09-15 18:18:47.158586,0 days 00:00:00.163975,9,3,10,65,COMPLETE
52,0.9035159430527463,2026-09-15 18:18:47.158586,2026-09-15 18:18:47.368254,0 days 00:00:00.209668,8,3,6,89,COMPLETE
53,0.9029560086297851,2026-09-15 18:18:47.368254,2026-09-15 18:18:47.615093,0 days 00:00:00.246839,7,3,5,102,COMPLETE
54,0.9017958845380414,2026-09-15 18:18:47.615093,2026-09-15 18:18:47.930328,0 days 00:00:00.315235,4,3,5,153,COMPLETE
55,0.9030110882573718,2026-09-15 18:18:47.930328,2026-09-15 18:18:48.143449,0 days 00:00:00.213121,6,3,4,95,COMPLETE
56,0.9030110882573718,2026-09-15 18:18:48.143449,2026-09-15 18:18:48.361105,0 days 00:00:00.217656,6,3,5,95,COMPLETE
57,0.9024126310950674,2026-09-15 18:18:48.361105,2026-09-15 18:18:48.576614,0 days 00:00:00.215509,6,3,6,92,COMPLETE
58,0.8987313250143507,2026-09-15 18:18:48.576614,2026-09-15 18:18:49.169096,0 days 00:00:00.592482,3,2,7,298,COMPLETE
59,0.8929990812679902,2026-09-15 18:18:49.169096,2026-09-15 18:18:49.315803,0 days 00:00:00.146707,6,4,8,50,COMPLETE
60,0.8932684195198665,2026-09-15 18:18:49.315803,2026-09-15 18:18:49.486954,0 days 00:00:00.171151,4,3,9,66,COMPLETE
61,0.9030110882573718,2026-09-15 18:18:49.486954,2026-09-15 18:18:49.702349,0 days 00:00:00.215395,5,3,6,95,COMPLETE
62,0.9024126310950674,2026-09-15 18:18:49.702349,2026-09-15 18:18:49.916093,0 days 00:00:00.213744,5,3,6,92,COMPLETE
63,0.9027066876924232,2026-09-15 18:18:49.916093,2026-09-15 18:18:50.125832,0 days 00:00:00.209739,5,3,6,94,COMPLETE
64,0.9011278075830585,2026-09-15 18:18:50.125832,2026-09-15 18:18:50.365801,0 days 00:00:00.239969,2,3,6,92,COMPLETE
65,0.9000603941304979,2026-09-15 18:18:50.365801,2026-09-15 18:18:50.646195,0 days 00:00:00.280394,6,3,7,127,COMPLETE
66,0.9020372569581193,2026-09-15 18:18:50.646195,2026-09-15 18:18:50.863840,0 days 00:00:00.217645,3,3,6,99,COMPLETE
67,0.9029675048261346,2026-09-15 18:18:50.863840,2026-09-15 18:18:51.036197,0 days 00:00:00.172357,4,3,6,71,COMPLETE
68,0.9016164500703713,2026-09-15 18:18:51.036197,2026-09-15 18:18:51.207647,0 days 00:00:00.171450,4,3,7,64,COMPLETE
69,0.8966174563136673,2026-09-15 18:18:51.207647,2026-09-15 18:18:51.381799,0 days 00:00:00.174152,4,2,6,72,COMPLETE
70,0.9012271378480143,2026-09-15 18:18:51.381799,2026-09-15 18:18:51.642401,0 days 00:00:00.260602,5,3,6,123,COMPLETE
71,0.9027066876924232,2026-09-15 18:18:51.642401,2026-09-15 18:18:51.854518,0 days 00:00:00.212117,6,3,6,94,COMPLETE
72,0.9019420071766872,2026-09-15 18:18:51.854518,2026-09-15 18:18:52.037763,0 days 00:00:00.183245,5,3,5,78,COMPLETE
73,0.9005922339765348,2026-09-15 18:18:52.037763,2026-09-15 18:18:52.272818,0 days 00:00:00.235055,7,3,7,104,COMPLETE
74,0.9028757722316323,2026-09-15 18:18:52.272818,2026-09-15 18:18:52.424169,0 days 00:00:00.151351,3,3,6,51,COMPLETE
75,0.9036493069646538,2026-09-15 18:18:52.424169,2026-09-15 18:18:52.569250,0 days 00:00:00.145081,3,3,5,50,COMPLETE
76,0.8927361315420442,2026-09-15 18:18:52.569250,2026-09-15 18:18:52.711962,0 days 00:00:00.142712,2,4,5,50,COMPLETE
77,0.8989504020641035,2026-09-15 18:18:52.711962,2026-09-15 18:18:53.675210,0 days 00:00:00.963248,3,3,5,497,COMPLETE
78,0.901918365561293,2026-09-15 18:18:53.675210,2026-09-15 18:18:53.846446,0 days 00:00:00.171236,3,3,3,62,COMPLETE
79,0.8981963225192645,2026-09-15 18:18:53.846446,2026-09-15 18:18:54.039652,0 days 00:00:00.193206,4,2,5,76,COMPLETE
80,0.9005519740836405,2026-09-15 18:18:54.039652,2026-09-15 18:18:54.250168,0 days 00:00:00.210516,2,3,6,82,COMPLETE
81,0.9030722600577644,2026-09-15 18:18:54.250168,2026-09-15 18:18:54.422393,0 days 00:00:00.172225,5,3,6,55,COMPLETE
82,0.9013515861048335,2026-09-15 18:18:54.422393,2026-09-15 18:18:54.593827,0 days 00:00:00.171434,4,3,7,58,COMPLETE
83,0.9030171167941666,2026-09-15 18:18:54.593827,2026-09-15 18:18:54.758685,0 days 00:00:00.164858,5,3,6,51,COMPLETE
84,0.902468807705262,2026-09-15 18:18:54.758685,2026-09-15 18:18:54.931471,0 days 00:00:00.172786,6,3,6,72,COMPLETE
85,0.901474888757671,2026-09-15 18:18:54.931471,2026-09-15 18:18:55.235276,0 days 00:00:00.303805,5,3,5,132,COMPLETE
86,0.9014177525332357,2026-09-15 18:18:55.235276,2026-09-15 18:18:55.486836,0 days 00:00:00.251560,7,3,5,118,COMPLETE
87,0.890822717895681,2026-09-15 18:18:55.486836,2026-09-15 18:18:55.692891,0 days 00:00:00.206055,6,4,4,86,COMPLETE
88,0.9030984004822878,2026-09-15 18:18:55.692891,2026-09-15 18:18:55.864117,0 days 00:00:00.171226,5,3,6,63,COMPLETE
89,0.8975250194782548,2026-09-15 18:18:55.864117,2026-09-15 18:18:56.774743,0 days 00:00:00.910626,5,3,7,478,COMPLETE
90,0.8910177662647764,2026-09-15 18:18:56.774743,2026-09-15 18:18:56.937834,0 days 00:00:00.163091,4,4,6,61,COMPLETE
91,0.9022917518949806,2026-09-15 18:18:56.937834,2026-09-15 18:18:57.108558,0 days 00:00:00.170724,7,3,6,74,COMPLETE
92,0.9023563548074587,2026-09-15 18:18:57.108558,2026-09-15 18:18:57.341402,0 days 00:00:00.232844,5,3,5,103,COMPLETE
93,0.9021801771163921,2026-09-15 18:18:57.341402,2026-09-15 18:18:57.596838,0 days 00:00:00.255436,4,3,6,110,COMPLETE
94,0.9035665390806297,2026-09-15 18:18:57.596838,2026-09-15 18:18:57.767648,0 days 00:00:00.170810,6,3,6,59,COMPLETE
95,0.9035665390806296,2026-09-15 18:18:57.767648,2026-09-15 18:18:57.942607,0 days 00:00:00.174959,19,3,6,59,COMPLETE
96,0.9013581379187686,2026-09-15 18:18:57.942607,2026-09-15 18:18:58.112352,0 days 00:00:00.169745,20,3,7,56,COMPLETE
97,0.9005722126764156,2026-09-15 18:18:58.112352,2026-09-15 18:18:58.323922,0 days 00:00:00.211570,8,3,6,85,COMPLETE
98,0.9007680217263384,2026-09-15 18:18:58.323922,2026-09-15 18:18:58.492343,0 days 00:00:00.168421,19,3,7,61,COMPLETE
99,0.9029684254287437,2026-09-15 18:18:58.492343,2026-09-15 18:18:58.667340,0 days 00:00:00.174997,17,3,6,69,COMPLETE
